AAAAA,BBBBB,CCCCC,DDDDD,EEEEE
8132,904687,684168,809984,915110
3909,61702,486323,696818,754303
5181,459062,447362,666973,339419
6697,746734,28643,83355,552221
9092,580668,98403,80860,875889
3160,27290,427629,484526,441984
8930,491615,306863,505166,753813
526,820332,904059,42932,493035
5611,122131,603047,840965,547959
1916,158606,156958,295940,77264
3531,474982,681657,598524,452262
1199,794966,651522,396987,253029
1707,392955,384288,909775,276892
4140,130546,363837,86706,133058
2420,550574,910742,697274,945653
3385,969320,852068,495077,497690
1362,50755,288612,517332,241047
3872,439536,804187,144131,862024
769,744348,984609,921002,529754
5451,553829,852007,938649,759682
1367,588695,237406,95464,589621
9632,296303,56269,471038,888529
8102,591619,262404,80944,847920
2752,141783,776127,141160,786030
2949,19182,665460,293239,476365
1298,493525,367526,108310,219201
1511,557918,307621,86622,374213
1259,886365,365214,475066,763732
5386,108682,441679,955067,936760
290,163475,147212,265539,794833
9512,712952,490517,614528,754373
2319,987745,342776,788622,53214
5218,716696,500185,831172,450547
248,997565,477736,424311,615202
9716,691394,900375,839326,897100
8788,809284,557388,254070,804573
1548,621501,600164,300765,454796
4788,384984,281830,330913,82241
5694,988757,438944,731319,322972
2501,616165,882814,76831,429895
4513,387082,662995,146401,336087
8105,185928,281942,234580,651296
9975,297487,733791,703978,837707
8834,248618,332724,680553,444239
4668,577615,873743,688887,690221
8247,544545,723869,918137,228112
6682,98323,426175,251818,203943
7494,403774,964114,618894,635353
2626,318306,464850,368911,58628
9338,325878,82777,213845,749078
6017,912748,464695,714161,246130
9022,725031,239941,710035,802426
4256,375462,609042,603282,341679
3224,916370,327827,538098,313047
117,489193,681935,516513,344030
407,266301,347505,447797,416609
7662,942347,698517,873049,934612
741,189542,791455,999497,910764
9445,158456,226428,138498,867533
4309,256269,204360,114591,122961
8631,613420,792188,294903,162719
5201,621420,505294,806771,402801
4448,88290,945992,354115,335300
9063,510204,277769,427302,523445
4074,930490,364535,593697,679219
2510,463913,144707,828005,280854
5251,300112,769572,265274,855079
2525,488132,278096,779102,259843
7346,278695,200866,260228,594392
299,464053,320983,299293,929955
6783,449334,921220,717456,511935
4111,310773,110865,677898,612809
2038,149248,20969,349383,511059
5412,204055,827781,359932,934018
2333,362209,504309,102964,738903
7928,196774,263678,989157,765656
5239,866281,666780,892652,229873
9435,660269,906438,213425,620712
8337,764507,772215,944016,666057
2181,142700,60288,984129,608790
1809,173130,626122,143104,44863
6288,709091,835545,26204,422823
5776,600810,328363,229795,434875
6935,352508,599078,322451,574922
9796,47595,208145,400760,723531
9618,957437,791498,904481,176167
3580,290597,532164,687114,776662
8518,441132,78380,15519,37920
2441,92813,403102,143231,77084
2596,988513,631833,980880,131648
1161,186271,296906,917272,259943
6461,898429,451229,862808,11571
3873,700665,727317,202157,772583
9724,986392,176209,810954,841634
407,380268,695930,489454,980057
8669,496882,889878,820217,143610
6676,489625,792235,898304,827294
583,975147,523455,578943,881053
2015,676507,929306,778196,424547
3311,893335,83135,447000,505655
2371,207940,672557,80905,31407
2007,789326,873526,396877,412019
8713,239860,289650,81917,21931
9189,22984,679296,663670,943608
5017,863217,380542,198805,306813
7270,953185,190584,384220,608635
6895,525298,597133,61105,342589
8365,2308,911268,915168,18601
2648,745197,337274,888083,589811
6819,90993,67249,102966,88488
3992,5563,814039,632261,137516
4830,391427,999145,277286,505170
5332,37061,323088,79655,243776
6450,683452,893477,882018,263079
4404,598767,5433,346660,146244
5886,567818,913202,897458,683797
9287,849929,308067,589685,145927
709,519228,716556,926625,160038
6619,375157,614857,60053,945357
932,71378,92648,825391,501417
8566,913249,750463,662138,84186
3614,652016,278693,951727,604097
507,218094,747843,88363,955950
1148,254745,699317,574733,81744
2515,778823,6336,231254,689467
4075,284073,337649,319275,938249
1904,501803,925750,248790,487261
8994,268616,793863,131052,922048
7989,302410,908966,445089,709136
2211,363691,365628,969396,397240
5107,271850,667272,586821,968173
9213,491586,128417,663273,42810
2133,865342,675719,876010,757827
1419,850640,271916,663732,77670
4969,607857,534231,230192,900037
3534,104641,306997,85985,777015
9150,657598,955407,887867,998029
3402,400568,980377,873894,48290
1162,393389,293015,864082,302104
5732,571965,195806,650419,148289
7953,849064,174207,351173,149732
7830,460701,44344,14402,661468
3562,106540,624964,393349,334569
5258,104307,435558,967485,769755
1765,331243,270971,98603,665245
2747,721676,648303,793670,358838
7500,19440,332009,636081,510752
8106,790150,213456,118872,196403
525,137162,854904,285271,391400
3714,40553,843015,194400,689761
9750,454307,696072,997706,350157
1492,533971,215375,788091,476483
7704,43261,211151,121247,30462
3856,684132,463328,522281,442697
9552,297611,622637,75767,477907
432,477029,368198,233291,403358
1396,405154,203285,883588,273249
1569,607249,800682,202526,579663
8401,216057,473535,337744,946979
7753,489870,892593,996574,67141
5683,320031,758598,753095,100510
1960,608948,700460,627074,267645
9765,121827,984894,624831,75116
5454,203453,505067,712673,3513
4275,181506,133415,377085,232705
224,898734,153175,406872,336055
5317,744922,960192,93089,857517
3920,564909,742403,610293,15508
3114,899759,340798,707585,786623
1831,868194,72690,59034,112602
6805,143122,394086,473583,57884
91,723112,340355,969063,27622
5423,43600,972354,161292,637268
7397,206355,517594,447590,741582
881,474164,775287,983410,330395
5102,681222,460511,241954,29198
3904,399222,416511,537031,307884
1710,306787,123628,781473,177313
4277,762133,176819,191835,761544
8803,197957,312354,146119,922701
1887,463289,418997,874980,294610
3003,600495,551178,122446,284567
4946,75571,230451,23299,653128
2473,861068,798287,86256,26234
5611,166082,937369,302150,82952
5552,342653,819327,558838,859342
3703,347644,544057,784355,857091
9324,324835,43125,582632,136182
676,323865,533172,173872,365560
4149,70893,839579,393200,947459
6539,13550,656583,293470,54942
9762,521100,696986,808469,989465
6779,493758,265328,585795,811101
611,253845,130944,473675,961981
5906,740604,40114,834405,512944
9477,892868,302003,353938,519103
4142,814215,939870,51068,843831
3344,702451,777591,811139,867382
569,424004,505360,235694,110484
1073,634305,661527,132601,49259
5001,984124,669261,685540,63812
2837,387767,471244,588640,756295
7254,639397,111032,447438,924907
8464,3717,336030,93346,170443
8036,497250,609563,365851,621132
2253,114513,730255,222342,772744
5691,58058,425306,909006,675889
1796,182738,299816,201884,439926
8437,528933,610493,314018,356912
3946,266260,523293,643217,157156
6924,238756,279087,994859,450942
6064,185338,139274,969844,423157
9604,339467,927382,640494,577182
6314,31588,143109,167210,561295
6414,525629,750498,217024,775071
7578,579135,419607,707317,435448
5714,346296,698757,286952,309650
2929,337160,5418,796132,411000
5781,401053,419892,788512,796707
8010,352027,226673,553362,378301
381,870209,203131,249480,564922
9116,506534,608725,812332,371976
9075,167948,800187,138809,372120
4185,559112,956326,708095,493828
9005,671892,747711,418077,313492
2749,117001,507865,807688,207251
5024,67464,101003,542787,694221
8010,796591,548056,667931,754254
8795,678362,499787,889247,185041
7968,936466,854870,196676,635685
8770,335084,790098,815137,609359
8752,387840,565258,980758,281575
7255,435431,603806,900836,349921
4330,190811,550945,517869,603890
7992,991026,639628,363151,183232
4633,129255,532593,347503,522459
7793,677592,825379,205805,915599
4891,866149,665302,539397,914397
8034,15844,295119,897163,621530
3348,917924,304042,379004,362305
5250,437118,382327,128188,349162
8155,634666,450786,170909,26173
1612,558970,522490,434129,413305
2555,699805,239319,573952,671882
4705,70853,567999,192110,903612
6679,483362,718882,702893,514435
95,278840,24372,230584,441283
4269,331502,435422,173506,174051
860,441474,811520,961364,567759
1474,944592,374972,261181,923461
765,698622,47259,720503,305096
4231,960340,862204,59462,61235
2734,497707,134859,757589,989100
6900,441852,297632,790087,912410
6914,790783,409170,52224,455135
9430,241992,289530,244495,763579
472,927137,525616,618450,43808
4627,456726,900195,416721,734303
4277,157839,583652,617832,189528
6207,976186,857880,44089,955226
7925,357395,779710,254404,533151
5082,644975,376959,256081,880401
6472,401911,337006,883097,495556
219,732340,351714,383447,554376
682,154811,710802,414325,502328
8503,788424,295558,880317,378771
6275,242741,371389,584010,937066
3275,952482,301986,452344,149077
1874,78832,577067,834752,358354
7960,66789,146142,396466,536990
9742,769501,307018,664089,708105
7208,363964,252469,998239,997747
8361,417556,627352,132938,896129
3484,228123,388646,565508,4175
4400,993196,155392,361055,501954
5068,208912,892861,148490,793709
8835,73292,557671,691703,549167
309,173351,565092,445669,182542
942,64395,61725,785173,275613
2047,710656,42167,326522,932171
3954,218529,99437,654558,177434
3747,352727,456298,917742,980114
1243,153740,738073,375487,585468
5871,712647,161455,807362,301191
4730,231483,807255,428517,580307
8475,34040,758065,378561,857387
2380,564486,746762,372552,115906
7326,261339,259306,633486,893132
4533,625013,172573,1859,573549
1375,853922,141057,330867,379894
284,943449,100691,942011,823886
9705,573275,597178,853914,780148
3071,573268,557896,256896,366532
6680,683177,891246,402517,641051
3449,598342,546108,267913,771416
1972,779850,861770,335377,122994
1338,423213,525978,895343,776218
6923,844700,509543,924056,762052
2557,188876,67102,925317,660880
2827,42448,732033,723029,323244
4204,17153,483041,728091,907572
4961,705980,271432,785087,991681
4712,781310,831785,466630,2091
5974,285779,86501,703536,948385
7310,862016,621038,996737,363007
7851,3979,372400,980048,274881
4686,875601,721014,706032,888841
4618,6592,245326,955581,731519
1992,334807,251307,16356,247846
3097,826911,363620,863556,886994
6257,435626,178243,308127,862428
6508,803821,909740,935393,900200
480,433220,252115,162398,596784
7384,544004,216235,581349,97730
2077,688888,21999,162648,628372
6152,216941,458907,487189,710755
3875,534110,785766,309482,729032
9745,268712,454728,380971,712373
5067,710822,993869,824128,256361
949,745727,147259,786797,309294
8333,803064,733781,696394,905382
5128,884312,32103,449635,898094
6900,897818,485824,530013,959201
4894,662167,417597,938361,586362
9304,257954,400157,937688,657151
4899,315136,31968,840545,894881
3744,987083,441005,285502,882222
9440,584398,825055,82150,589887
3559,529407,99501,959406,261741
3815,267820,861726,956803,224528
5368,481537,806751,247387,871970
1940,329983,657782,163385,514589
2927,516281,718825,361094,780817
9650,51634,963633,294056,485894
7591,160337,214804,615032,993321
5302,512283,170471,77217,227204
3971,623450,125991,770430,380864
2742,796130,440911,32043,154237
5512,697555,880499,906056,909472
738,984859,546491,137381,463936
1295,876502,715748,89498,224755
1962,483492,488857,167245,732336
9917,274106,800878,336690,881554
4802,545552,825257,70594,960036
7457,118128,586485,161919,21077
129,453758,860392,542793,146514
8292,361195,880148,319366,854361
9132,125785,440406,803243,259798
4580,773860,909800,169581,83450
4005,911305,749993,937260,223055
2677,99582,222317,754149,362397
9370,639313,491771,329807,910634
8596,383913,382558,756402,659380
4817,851775,179503,648165,612552
5181,584645,359388,145109,33197
107,414747,88171,773641,221118
7225,67987,949547,448666,589414
7178,403566,729724,263523,673946
7069,814750,584731,251329,475977
1506,397173,351536,913968,402872
7385,477645,981738,64452,169994
9716,846013,284956,568012,996114
7412,887721,758676,251580,642365
208,969133,179310,278953,614839
488,962675,509258,147886,646352
405,477789,956803,523254,259117
4580,302870,539643,747918,347921
2570,379953,340170,388072,247468
1363,613023,500893,804938,765916
8865,476747,513927,423906,106233
2853,135957,172652,273758,128560
8204,6759,857069,461662,843117
4914,412429,972034,626286,910237
124,837428,484431,875224,402327
5838,334214,730612,608431,1549
1450,64714,454823,627384,814031
7840,405933,167258,958730,83548
7471,562509,745798,664109,274611
8993,33736,415841,46187,845642
2813,543471,625786,950404,706220
9318,645475,314122,859005,90553
4850,569643,912085,140605,418262
6393,525053,216919,415789,630212
1663,451073,570006,906377,353057
269,220377,101255,77118,859323
2315,571034,804184,730864,667352
1805,811143,6093,102456,46544
9343,926278,342718,191351,289155
7363,440556,984024,532415,501531
5133,255615,703825,750119,819986
413,89918,718186,652019,595726
7717,815855,712041,550697,209541
8632,819020,213932,16740,566829
9966,156491,479374,3301,966775
1803,802993,120653,116921,948122
3052,843183,618729,750619,267536
6564,408192,140292,436342,950573
5029,385175,908966,590543,296948
6573,674116,487683,209805,79642
6418,959127,671422,653478,458376
2333,888136,793057,346915,130096
5997,548918,192329,992068,229782
7591,668906,482687,711013,211800
1410,477231,544047,128432,429276
9124,238990,237336,845466,608729
9026,909114,169616,482878,953813
1921,458811,822117,36023,48915
4070,306282,98736,571237,729538
9083,512722,821886,754243,798352
2950,944403,562874,233759,252723
9974,138128,752268,276899,39461
3583,709311,830261,926434,62923
5436,216304,817747,296741,914548
6152,662464,654810,85219,280934
1814,741328,243396,398135,777522
3958,17884,445611,798943,202178
4427,933474,185296,542782,112033
7068,901509,969947,445817,306817
7692,781852,164181,199610,645743
1758,235881,117199,286663,918143
4623,227252,907785,280911,38889
4423,509464,232006,444729,77224
4980,537402,109867,728658,246242
5074,546379,347389,406348,966193
6928,64507,764372,454150,148406
6346,841344,18055,82098,416248
953,105907,304550,399441,745315
4134,79853,894438,432797,272708
9610,189127,188421,660532,667106
7142,396817,439376,320579,200624
9836,626842,300541,747254,651287
5852,604630,221909,857912,135154
1818,378557,633535,159095,961222
6035,639261,727887,385839,27680
2210,152763,877460,819010,560035
9235,933581,576875,82844,753929
4195,506140,449807,936881,871792
9757,127911,398666,966082,365251
1660,3057,322271,826187,170000
7942,462222,622810,834459,241298
1429,585520,578666,449180,880993
7264,348946,11749,916198,49067
5167,619187,991625,682102,981839
3725,265826,21567,134938,732542
5272,917441,472641,747676,721699
2492,539388,168491,868020,241834
1437,49105,727714,442638,290705
3906,68108,612554,998904,163265
2464,666638,272386,564021,313841
7239,143536,636776,325223,431246
504,705465,363699,702822,436729
1224,144221,424323,24866,798050
693,169310,127516,295334,756878
7903,551485,662220,600750,884518
857,67800,976541,495610,490417
13,868982,576855,694381,781379
702,390486,164549,718098,910825
9172,737481,198380,790426,347253
7571,437766,680233,387825,940576
523,105146,33937,15929,497386
3214,444217,163480,544784,725281
1051,999088,61729,488517,231692
6196,484071,824547,516964,247597
9849,964602,476315,559487,274123
5197,565472,58334,40237,437214
6678,255354,255048,888915,995612
6612,110347,855171,981019,331149
3141,768938,276881,55956,641607
5436,801858,776428,610189,779817
4924,286623,803760,643263,843811
9412,959138,426839,95273,307926
4852,501231,138455,155319,923981
8267,446871,484183,282280,232405
9076,4487,153267,359510,624477
1149,480325,656531,862285,857056
5325,503434,873298,9840,672508
1353,237389,188904,3290,861073
6096,842952,731551,404614,776007
9551,283909,444121,597664,565041
4269,450829,940943,608644,232325
3830,65120,249374,775607,275693
8254,291406,214689,62347,462461
4171,751238,231784,539250,38584
3123,531281,107289,908882,499671
3249,768401,553500,124656,977775
3008,951785,928115,227067,951112
8274,176416,648982,633289,455243
2536,497521,330192,301703,527094
7317,176679,106908,461936,971376
3930,82850,585171,599908,427846
9785,309772,896521,218414,612674
1062,151213,342514,66425,628422
5787,313417,772071,679860,612230
3809,901779,147204,775582,647223
2197,794842,244988,682624,419737
5620,404314,828729,756919,849975
8726,92583,396569,37746,201583
5447,738221,478611,38307,312455
8900,223682,932250,713047,281192
3234,324636,214680,354854,80724
7006,482613,830045,420759,616941
8127,373762,759460,299394,212498
3410,350350,122551,840903,572902
1754,251554,872512,924624,339071
3275,496442,460005,29120,931922
8800,574302,800838,390756,837120
6153,881169,876416,472263,885874
3666,536476,513416,54212,558795
6245,787047,531329,642058,988549
6510,128163,427456,579835,609981
5805,823270,445781,282552,855357
2990,553638,970664,735640,274398
2099,378486,587954,69836,980948
7843,138838,809448,339167,223987
5633,774240,909805,597989,336297
1057,117016,951497,145492,588241
105,422665,847402,773249,950955
1501,865365,206729,306459,440570
6384,711360,226993,733396,857742
3107,974375,387599,182758,444744
669,86785,453722,142733,691184
6438,352638,301418,118669,667659
4181,176708,166080,855961,423117
3827,66580,907795,561846,928610
8043,571675,799156,207894,819798
6353,359871,979934,625077,278759
9264,703883,834493,633736,116020
7642,726525,676257,282829,981315
7211,437277,334982,702112,789669
5116,122857,578494,65993,183466
3713,791111,563818,127889,255978
195,341965,772639,535821,325021
3840,313752,633231,832785,418945
5085,881127,464186,243897,638750
9228,25035,11908,965586,48737
3596,666798,801070,464335,809097
1590,876623,348954,468655,564275
2236,357752,757921,61751,286778
8735,585114,531712,532691,111290
9705,579854,565018,697822,816534
3632,115070,194683,346980,859098
6997,328387,583002,585015,893995
1378,108304,924403,573165,201362
8595,736936,60607,223185,538314
1322,657352,274969,459943,145571
7670,998651,9359,307201,53334
5306,129701,32601,763159,672025
9006,668114,482717,799817,830043
7228,241331,22992,428242,128403
5956,13983,427681,694104,794994
8603,716616,102959,189386,973605
5682,398388,198373,33571,860237
4917,222126,378970,190982,540572
1392,950391,517438,191121,477756
3544,335266,6942,977591,115066
9555,809673,69993,73164,280905
8337,439282,696774,273698,78180
5398,479275,902921,516546,487000
8494,530239,735693,850551,654873
9684,157754,718009,661853,359621
3993,523845,398686,416488,294738
5232,475547,111184,794274,914337
6200,117172,720264,318255,608797
9408,834975,149602,527653,575717
8871,6084,937257,904268,717609
9996,136219,642751,216050,267432
7480,541945,787178,405989,571129
7490,980101,148999,487085,655693
3501,229761,635662,141090,854470
8847,192680,644764,862379,70517
3230,757608,850621,999591,925587
8270,305662,471474,972769,193958
8578,849270,373362,154247,440159
4991,501004,751329,443609,726316
9755,202757,117677,624100,53396
1151,959667,480600,726637,442543
5513,214613,741717,318416,90121
6066,853959,843143,747688,335367
234,931315,581065,275016,821318
9205,107213,948838,328119,203260
12,685820,558084,226292,544456
6108,841291,465946,447122,94643
2402,809984,268892,9003,889491
5153,2782,987555,855043,925599
7152,699092,344864,816348,618490
8029,879300,575300,336024,398447
2678,618909,813180,398485,966957
4552,99471,409137,786959,990232
4410,272093,815605,252933,799381
2091,567927,256427,270576,7921
2229,989558,346144,871578,750367
2332,946685,349337,652378,346745
8032,257847,633819,610235,574161
2784,409796,51661,193821,629050
8992,467930,212425,250935,775290
1172,158793,170975,466692,733891
5299,494780,844521,864537,756415
364,341102,512940,522066,137659
9306,408770,171934,678128,495357
1675,311509,33427,822013,557518
5914,19766,514602,46551,339369
2973,52700,590865,902710,172158
6886,890757,617824,38953,545604
7229,117866,984050,710643,59743
4246,577201,858942,385409,176516
9844,256658,245311,509445,851300
6917,413792,982404,971927,526459
8942,713708,44762,60913,385226
2770,462813,111436,189147,250211
7489,121739,869005,53630,704881
1002,897270,137375,440104,174990
6614,415995,633511,433220,101644
1479,97172,226611,825486,540875
3923,370877,974008,480214,539416
5523,628641,289354,782621,745539
5482,544171,705936,104703,8843
8454,304509,612896,698684,803541
2495,413235,613873,874470,753373
4104,10631,463736,488525,853447
5832,191084,160986,414209,681590
7308,56613,531813,393858,7722
3509,285645,152312,642251,935192
4076,49975,359395,72050,944474
6251,814285,549362,1242,510560
795,943125,852569,1026,294800
1071,290277,692255,815842,518664
3062,368123,987841,757777,982700
9629,596582,460804,408199,941445
7364,868168,129248,516728,583630
3815,753742,294403,420313,666295
4939,394877,337973,463170,401699
728,659374,635313,263666,755848
8173,956551,435675,56090,283079
5269,965478,83301,761032,884989
8248,848638,260625,685618,611156
5622,629584,771402,777725,388555
3270,118395,403402,996827,731047
2100,665723,609767,213766,123732
7313,238484,772899,669856,766460
1333,228424,79450,834720,296013
4684,882391,709356,548380,743242
8218,14610,835447,984192,756432
9569,582570,934986,531251,660939
6600,940372,680304,899071,818410
4398,502696,712157,497651,156408
9716,770914,979818,591727,900411
1693,590439,188633,963188,30497
4191,695477,398449,629759,297562
1376,148283,902917,976121,607753
9720,674106,21657,498491,387464
6325,163550,823081,89168,548792
9814,851871,848997,60028,724554
6303,658632,235317,977305,44698
9252,109916,344316,542151,624241
8574,434832,522080,50903,261481
3370,857923,72535,106108,8683
8003,293920,698328,338626,912131
8306,182115,395617,831801,674838
1221,604521,688928,304831,9435
4369,784158,710959,830754,678542
4212,118357,811887,615928,743094
134,469994,413946,19722,305160
1104,666608,525410,670580,910966
5043,174795,492066,574346,617144
1099,455023,933835,28981,833425
6423,492630,725769,915549,43179
9737,764398,151850,411039,599505
8429,124318,734159,385802,800063
7551,303900,163005,571479,707589
1015,601084,502873,437139,565209
2824,436451,250718,619991,630061
5533,309972,157516,620286,815449
3490,176087,582321,382023,615135
4518,89468,80591,696254,162579
2645,414184,588937,408894,627606
3098,718057,317023,252411,611291
2645,932609,439908,953054,440474
5315,674383,693846,998106,391262
5611,630966,111440,684941,464517
2164,275462,923221,174251,445418
3140,402743,949072,233294,398171
2692,451600,443714,852014,649493
3248,151088,240901,843189,587772
76,227832,556587,968953,686756
6413,560442,570438,232675,355483
6832,32104,307025,142559,786545
3882,419129,867429,588099,427430
5361,687092,980342,697739,943143
7778,747229,578181,881835,778032
1383,356283,238344,391929,223521
2304,128995,633721,460732,800458
7380,803338,463636,910722,924555
6067,524049,554638,348291,995667
7859,508339,996004,352073,788042
5476,432428,39944,609390,412806
9460,362508,346536,245999,161977
8481,257015,517728,784783,537844
6235,351823,697681,877173,8435
6795,442876,98021,243560,2789
4055,303796,372377,303908,346993
3639,787705,857420,395258,653851
2022,747122,547448,871431,321850
3085,985113,381734,142616,697929
6467,794486,771746,241414,635880
993,748705,174524,184043,573980
3822,285365,672056,891672,52230
519,474376,983671,248682,407308
4848,370220,571604,87261,591931
4782,508956,517369,169646,440014
5939,141081,931124,462296,352614
6974,966759,169844,235496,855534
7289,621027,375534,790041,286428
5015,119193,713136,43698,962566
8950,411983,90040,766010,499879
4629,202289,177914,331097,85743
9807,5884,609636,949486,70038
8965,747059,271937,85901,610750
8825,265620,390591,34134,416312
3969,221659,347952,942270,617925
8500,538728,915412,139907,341467
8532,226016,439479,622413,696404
309,357425,212075,153694,926949
6279,330066,681668,547341,741228
3703,998899,633520,748064,878410
5300,216450,573241,715492,387785
7622,200370,925844,989954,513743
8701,619107,475405,277337,127239
2246,770752,911376,633018,854361
6631,104866,516732,904415,260673
6772,667630,23418,779978,279382
8858,114431,95301,865551,558991
6892,993661,113980,125153,104472
2820,485446,605574,967862,473372
4362,210850,331265,436688,887099
6702,537360,660140,134009,164190
5485,420641,785912,290788,685489
1945,562552,34085,536043,964288
5552,895100,769183,979761,749741
8382,684878,750411,977919,763177
491,349878,709580,162961,469253
262,304430,410327,29984,145384
6391,194014,570049,428737,325958
6407,944407,16646,105024,468862
9251,841742,499354,266507,402220
3646,425710,642438,667071,295305
1936,397589,949175,565616,475740
2195,492339,834651,138189,795773
818,740069,680494,581180,980495
8248,34343,709663,238435,47246
7279,565726,955322,929880,778709
1298,458464,908761,925832,295199
2387,265280,53309,815623,911118
8035,141125,629526,932572,984794
8703,274225,399262,291893,754683
1894,807270,513381,600244,675546
7756,387336,19938,391688,531358
1813,145642,137772,796624,680797
5516,759212,323970,570038,281619
2096,723988,507550,844657,110610
4583,622670,619316,37924,805491
5124,118780,622694,960657,893589
7931,318709,115126,678761,772419
74,879303,342225,786311,421420
8786,570393,581467,278284,869389
9168,544003,665123,221837,427222
4104,319352,158543,601716,770827
341,587677,834820,241260,848413
8064,568632,128863,320677,467968
3760,705889,546602,388081,247614
6881,140326,453640,280431,61875
9661,296890,698350,486645,791055
2775,577245,789019,602817,434592
9738,981419,390673,441417,415858
3897,958063,761752,5616,823067
3342,704231,715300,219620,980703
725,720895,145799,166183,598708
6469,417871,962362,707472,662975
9834,226733,11450,649765,379902
6829,171801,627319,787734,527039
6247,684172,905518,28159,371830
7682,919073,751565,357924,958505
6017,909550,802210,612159,402313
9977,336086,776743,893445,733431
7434,270882,178396,704267,572358
2094,510606,401173,401048,396247
1640,421132,866283,22746,225513
8376,882111,785666,979869,463601
8937,375327,276727,85380,136654
7707,688256,570867,409079,169029
5241,772892,573860,168255,148148
9999,389896,463848,621348,631318
7765,867684,708034,726900,943479
1944,888145,343281,440080,19670
5906,232871,936675,581994,954627
3324,665130,978890,628144,517350
8631,214869,853507,365092,824329
1431,614592,260933,385937,278003
7738,88254,77463,512363,239052
5720,413382,534737,75648,329732
6659,171513,111074,409054,637078
6576,711844,463693,469557,894251
8414,941870,556776,531157,280284
5884,765255,318870,584127,644236
7665,95918,509680,338258,818452
1789,613043,442079,173865,174984
2716,440427,130882,467706,909424
2701,778631,848966,653889,211923
3935,662937,144891,245007,253522
4288,430218,454260,171235,612176
2658,843964,894714,234068,872889
9037,652255,157606,358485,94946
1907,903346,948444,922463,102164
3665,690848,385188,435818,358727
1301,362158,338246,451268,89135
6462,509625,950515,799220,351973
3527,304911,347566,541570,475750
1573,722015,597150,686855,548498
8006,525145,59171,290527,479355
8351,837322,620348,786232,348
9856,869839,662362,68260,650783
5460,464206,454431,97952,815758
1580,196896,854932,530576,486486
1723,331575,848006,934322,634960
4585,934644,918977,762671,844508
1884,896680,577436,672019,802872
2337,398946,54678,418656,24734
7558,790279,613514,929929,814799
2305,314510,964145,329253,310241
1788,473265,654057,308642,228767
4939,862447,163559,693328,581813
293,256930,785114,214287,606415
1388,61864,461335,768700,24570
4236,635525,390258,843815,933400
6042,681139,657422,243678,291916
5412,830083,879289,1669,916165
244,214282,165453,635571,121377
3843,967719,78873,597248,433417
384,376478,11459,131534,289926
6549,758622,870317,221386,960306
9020,674035,321482,239919,979600
8883,100742,280426,796169,802286
2578,39813,237080,452632,743197
8629,672484,536062,422822,477827
3142,13552,432391,301263,40677
4190,234871,918245,185657,929416
4353,457398,804343,876826,131251
8191,828986,715915,754613,897841
7745,21623,738849,102186,397480
4471,239062,611390,740416,121763
4659,667849,725508,301547,798661
660,423270,330654,543762,501602
2448,552515,857578,974585,778642
1483,554900,714212,195159,779724
4906,958732,305000,458780,8388
915,162702,300746,683926,604199
8169,796970,258976,25342,66267
1576,926564,759797,874870,322912
1969,836904,145084,113038,370215
9031,20297,776829,209809,489573
673,497107,732729,656899,354533
7129,695200,694007,496020,890554
6564,262517,470884,66085,741315
5216,988437,388459,956116,483264
6901,254037,724193,351675,347286
2005,35316,588338,648203,415041
7824,124793,709987,967334,963010
1157,525787,296992,791288,466670
7429,553548,105255,937502,927023
6851,262986,670103,140581,2431
478,545579,259549,110024,566573
8460,336147,40179,953743,32629
1780,45456,738381,924691,195204
5228,19651,960534,154918,955426
3876,705059,963420,357548,600725
2562,168230,623487,260980,277101
629,672177,929779,648137,377544
8602,247897,528485,338981,136744
833,64925,119009,857408,208392
7414,772624,906925,797944,813854
7003,934060,699111,646615,313012
3084,383658,971889,757641,380238
592,453121,114338,324625,173180
2582,789840,906747,200945,359425
2752,526531,783853,767148,509776
6839,418051,794613,728490,969138
9858,586663,850570,846445,687698
7380,805434,484585,964911,515215
7438,127309,477908,841685,692878
3276,230787,363975,786020,370347
4317,10041,72223,359435,68113
3306,529180,757571,213210,568230
7596,108242,245167,819804,757886
6637,347392,342618,743043,763210
310,339556,439662,967313,106638
9353,941872,973714,753294,66451
1476,702951,26069,852833,288822
9131,250938,548473,808649,827699
5611,185634,852222,261976,280996
2488,637126,820704,21991,541962
1533,637496,206414,721798,81094
6730,877936,309745,516977,128125
6566,454600,242595,576528,131329
8662,48180,36504,474209,239123
4620,700922,438024,224711,11849
1053,413180,973883,717758,543320
6984,374390,76029,914254,744611
7529,86776,283752,328791,291351
6036,865329,362101,324191,303867
6181,597150,444662,935922,375363
1419,36124,536798,467342,757800
7997,906789,180079,295199,604708
5324,674122,801537,941254,366529
6744,694694,901600,608672,191664
7854,442043,785176,102166,718570
224,879400,125237,338009,865041
54,676552,593584,285858,802814
7412,819663,83757,875743,244699
152,556183,713122,341808,226144
5356,974,114342,957697,245986
133,690573,241703,381325,338833
3805,919457,855582,615023,583861
8682,663433,440459,836512,648179
248,928912,554887,10726,794553
7670,226048,561243,64060,859632
6707,477856,617795,903183,370586
5784,541499,92510,845465,472548
4195,156921,310098,646058,381721
6120,788512,239439,149593,972446
9632,81037,440781,697559,825974
5053,166569,969160,884841,583306
1576,667900,398493,542980,927470
801,584112,516692,335678,496296
2506,826445,793990,535654,496735
1189,277296,959116,522073,660341
6805,393845,290265,266494,65765
2088,238312,782667,366299,553112
4609,935466,634618,581754,446341
